fips,StateName,StatePolicy,Mandate,StateWide,PublicMaskLevel,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
28,Mississippi,RestaurantRestrict,1,1,,20200324,20201111,20200507,,,,"Easing began on 20200507, provided they undergone thorough cleaning and close by 10 pm and only allow 50 percent capacity https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1478.pdf   Extended to 20200629 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1496.pdf Extended to 20200720 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdfhttps://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdf  Further easing on 20200914 and extended to 20200930 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf Extended to 20201111: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1525.pdf",https://www.sos.ms.gov/Education-Publications/ExecutiveOrders/1463.pdf,20201004,Updated DateExpiry to 20201111 and PolicyCodingNotes
28,Mississippi,NEBusinessClose,1,1,,20200403,20201111,20200417,,,,"State-wide mandate - (quote) all business entities shall cease operation except for Minimum Operations (quote) in Section d. On 20200417 restrictions on retail businesses were eased, allowing for take-out, curbside, or delivery of goods. On 20200427 further easement occurred allowing for 50% of capacity in-stores https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf.  Extended to 20200629 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1496.pdf  Extended to 20200720 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdfhttps://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdf  Further easing on 20200914 and extended to 20200930 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf Extended to 20201111: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1525.pdf",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1466.pdf,20201004,Updated DateExpiry to 20201111 and PolicyCodingNotes
28,Mississippi,OtherBusinessClose,1,1,,20200403,20201111,20200427,,,,"OtherBusinessClose is activated when statewide NEBusinessClose began. Restrictions eased for take-out, curbside, or delivery for the following businessess on 20200427: fitness and exercise gyms, dance studios, clubs, tattoo parlors, spas, salons, barber shops, other personal care or grooming businesses.  Extended to 20200629 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1496.pdf Extended to 20200706 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1500.pdf Extended to https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdfhttps://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdf Further easing on 20200914 and extended to 20200930 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf Extended to 20201111: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1525.pdf",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,20201004,Updated DateExpiry to 20201111 and PolicyCodingNotes
28,Mississippi,OtherBusinessClose,1,1,,20200403,20201111,20200525,,,,"OtherBusinessClose continue through 20200511: amusement parks, museums, playgrounds, movie theaters, bowling alleys, and social clubs. Eases restrictions for a certain park activities, but maintains closure for other businesses. Eases restrictions on outdoor venues of entertainment starting on 20200525 (ie, amusement parks, playgrounds).  Extended to 20200629 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1496.pdf Extended and further easing to 20200706 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1500.pdf Extended to 20200720 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdfhttps://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdf Extended to 20200930 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1522.pdf Extended to 20201111: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1525.pdf",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,20201004,Updated DateExpiry to 20201111 and PolicyCodingNotes
28,Mississippi,StayAtHome,1,1,,20200403,20200427,,20200427,,,State-wide mandate. Ended on 20200427 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1466.pdf,20200918,"Removed DateEased, added it to DateEnded. Updated DateExpiry to 20200427"
28,Mississippi,StayAtHome,0,1,,20200427,20200601,,20200601,,,"Encourages individuals to stay at home unless engaging in essential activities. Does not renew this portion of the order, ending the statewide recommendation on 20200601: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1492.pdf",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,20200918,
28,Mississippi,GathRestrict,1,1,,20200601,20200803,,,,,Gathering restriction to no more than 20 for indoor settings where social distancing is not possible. Extended to 20200629 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1496.pdf Extended to 20200720 https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdfhttps://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1505.pdf,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1492.pdf,20200803,Updated entry to new gathering system and added numeric variables
29,Missouri,EmergDec,1,1,,20200313,20201230,,,,,"State of Emergency declaration on 20200313. Original expiry was 20200515. On 20200424, expiry extended to 20200615, expiry extended to 20201230",https://www.sos.mo.gov/CMSImages/Library/Reference/Orders/2020/20-02.pdf,20200623,Updated DateExpiry to 20201230
29,Missouri,BarRestrict,1,1,,20200323,20200616,20200504,20200616,,,"Limited operations required (can have drive-thru, pick-up, delivery options, if in-person services can only have 10 people or less within the restaurant and shall maintain 6 feet of distance between all individuals that are not family members): bars. The 20200427 order eases restrictions for in-person services effective 20200504, with a 20200601 expiry: https://governor.mo.gov/press-releases/archive/governor-parson-announces-first-phase-show-me-strong-recovery-plan-begin-may. Extended to 20200616 https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening61-15.pdf Ended on 20200616 https://governor.mo.gov/show-me-strong-recovery-plan-guidance-and-frequently-asked-questions",https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,20200719,
29,Missouri,GathRestrict,1,1,,20200323,20200504,,20200504,,,Orders the following (quote) every person in the State of Missouri shall avoid social gatherings of more than 10 people (quote). Extended through 20200504 via stay-at-home order extension. Ended on 20200504 https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,20200803,Updated entry to new gathering system and added numeric variables
29,Missouri,RestaurantRestrict,1,1,,20200323,20200616,20200504,20200616,,,"Limited operations required (can have drive-thru, pick-up, delivery options, if dine-in services can only have 10 people or less within the restaurant and shall maintain 6 feet of distance between all individuals that are not family members): restaurants The 20200427 order eases restrictions for dining in effective 20200504, with a 20200601 expiry: https://governor.mo.gov/press-releases/archive/governor-parson-announces-first-phase-show-me-strong-recovery-plan-begin-may. Extended to 20200616 https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening61-15.pdf Ended on 20200616 https://governor.mo.gov/show-me-strong-recovery-plan-guidance-and-frequently-asked-questions",https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,20200719,Removed bars from entry
29,Missouri,SchoolClose,1,1,,20200323,20200616,20200528,20200616,,,"All schools to close on 20200324, closure is supposed to be through end of the academic year (order regarding this goes through 202000601). Order on 20200528 indicates summer school and other on-campus activities may proceed under guidelines set forth by the Department of Elementary and Secondary education, so coded as easing https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening61-15.pdf Ended on 20200616 https://governor.mo.gov/show-me-strong-recovery-plan-guidance-and-frequently-asked-questions",https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,20200623,"Updated DateEnded to 20200616, added DateEased of 20200528"
29,Missouri,OtherBusinessClose,1,1,,20200328,20200615,,20200616,,,"Requires the closure of coin-operated amusement device and slot machines for public use (essentially casinos). Epxires with Executive Order 20-02, the State of Emergency declaration. Closure is extended with emergency declaration declaration to 20200615 https://www.sos.mo.gov/CMSImages/Library/Reference/Orders/2020/20-09.pdf Ended on 20200616 https://governor.mo.gov/show-me-strong-recovery-plan-guidance-and-frequently-asked-questions",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/amusement-device-order.pdf,20200623,Updated DateEnded to 20200616
29,Missouri,StayAtHome,1,1,,20200406,20200504,,20200504,,,"In effect at 1201 AM on 20200406, expires 1159 PM on 20200424. (quote) Individuals currently residing within the State of Missouri shall avoid leaving their homes or place of residence (quote). Extension through 20200504 https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf  Ended stay at home order as of 20200504 https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf  ",https://content.govdelivery.com/attachments/MOGOV/2020/04/03/file_attachments/1419322/Stay%20at%20Home%20Missouri%20Order.pdf,20200504,"Added DateEnded of 20200504. On 20200429, updated DateExpiry to 20200504"
29,Missouri,PublicMask,0,1,0,20200407,,,,,,Recommends that individuals in the State of Missouri to wear a cloth facing covering in public settings,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/face-covering-guidance.pdf,20200429,
30,Montana,EmergDec,1,1,,20200312,,,,,,State of Emergency declaration. Does not appear to include formal expiry.,http://governor.mt.gov/Portals/16/docs/2020EOs/EO-02-2020_COVID-19%20Emergency%20Declaration.pdf?ver=2020-03-13-103433-047,20200324,
30,Montana,SchoolClose,1,1,,20200315,,,20200507,,,"All non-residential public schools to close effective immediately, through 20200327. On 20200324, closure extended to 20200410 http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497  Devovles control to local school districts as of 20200507, allowing schools to make their own reopening decisions.  https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977  ",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,20200821,Updated DateEnded and PolicyNotes. 
30,Montana,BarRestrict,1,1,,20200320,,20200504,,,,"Limited operations required (delivery, window service, drive through): bars, taverns, breweries, distilleries, wineries, and alcoholic beverage service businesses. In effect at 8 pm on 20200320, Initial expiry is 20200327 at 1159 pm, so 20200328. On 20200324, order extended this through 20200410 http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497. Easing begins on 20200504 https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977 Phase Two allows them to operate at 75 pct capacity: https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-937,20200719,
30,Montana,OtherBusinessClose,1,1,,20200320,,20200504,,,,"Closure required: casinos, fitness centers, entertainment venues, indoor facilities in ski areas, bowling alleys, music halls. In effect at 8 pm on 20200320. Initial expiry is 20200327 at 1159 pm, so 20200328. On 20200324, order extended this through 20200410 http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497. At least some easing of these businesses (eg, casinos) can start 20200504 https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-937,20200427,Added DateEased on 20200504
30,Montana,RestaurantRestrict,1,1,,20200320,,20200504,,,,"Limited operations required (delivery, window service, drive through): restaurants, food establishments. In effect at 8 pm on 20200320, Initial expiry is 20200327 at 1159 pm, so 20200328. On 20200324, order extended this through 20200410 http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497. Easing begins on 20200504 https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977 Phase Two allows them to operate at 75 pct capacity: https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-937,20200719,Removed bars from entry
30,Montana,GathRestrict,1,1,,20200324,,,20200601,,,"Non-essential social and recreational gatherings greater than 10 are prohibited immediately. As of 20200601, ends gathering restrictions https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-938,20200803,Updated entry to new gathering system and added numeric variables
30,Montana,NEBusinessClose,1,1,,20200328,,20200427,,,,"(quote) All businesses and opreations in the State, except Esssential Businesses and Operations as defined below, are required to cease all activities (quote). In effect at 1201 am 20200328, initial expiry is through 20200410. Started easing NEBusinessClose on 20200427 https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977 More easing on 20200508 Effective May 15, 2020, the following businesses can become operational during Phase I under strict physical distancing and reduced capacity protocols in accordance with the Phase One Directive and the Guidance attached to this Directive: Gyms and fitness studios, Pools at gyms, Theaters, including movie theaters, Museums https://covid19.mt.gov/Portals/223/Documents/Phase%20One%20Expansion%20Plus%20Guidance.pdf?ver=2020-05-08-150423-113",https://covid19.mt.gov/Portals/223/Documents/Stay%20at%20Home%20Directive.pdf?ver=2020-03-26-173332-177,20200427,Added DateEased of 20200427.
30,Montana,StayAtHome,1,1,,20200328,,,20200426,,,"In effect at 1201 am 20200328, initial expiry is through 20200410. Easing of StayAtHome began on 20200426, with it becoming a recommendation for all populations and mandate for vulnerable populations https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977 Policy ended on 20200426 https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",https://covid19.mt.gov/Portals/223/Documents/Stay%20at%20Home%20Directive.pdf?ver=2020-03-26-173332-177,20200704,Removed DateEased of 20200426
30,Montana,Quarantine,1,1,,20200330,,,20200601,,,"Any person coming to Montana must self-quarantine for 14 days, anyone who has already arrived must self-quarantine for the remainder of the 14 day period. As of 20200601, quarantine mandate ends https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350",http://governor.mt.gov/Portals/16/Quarantine%20for%20Travelers.pdf?ver=2020-03-30-170637-190,20200529,Added DateEnded of 20200601
31,Nebraska,EmergDec,1,1,,20200313,,,,,,State of Emergency declaration. Does not appear to include formal expiry.,https://www.dropbox.com/s/64xel8oha2gw22h/2020%20State%20of%20Emergency%20-%20Coronavirus%20.pdf?dl=0,20200703,Updated PolicyNotes to reflect lack of expiry date
31,Nebraska,SchoolClose,1,1,,20200401,20200801,20200601,20200720,,,"Schools for all counties are closed for in-person instruction as of 20200401 until 20200531. Eases restrictions on school-based activities starting on 20200601, allowing school-based sports team practices http://dhhs.ne.gov/Documents/COVID-19-Outline-of-Changes-to-Upcoming-DHMs-Phase-II.pdf. Extended to 20200801 https://governor.nebraska.gov/press/gov-ricketts-announces-new-directed-health-measures-effective-june-22nd-proclaims-%E2%80%9Cdairy-month On 20200720 Dept of Education released the Launch Nebraska Plan which discusses reopening procedures for schools and category based policies for schools to follow https://www.launchne.com/wp-content/uploads/2020/07/PlanningASafeReturn.pdf. ",https://www.dropbox.com/s/253ohztp9w96hzl/DHM%204.01.2020.pdf?dl=0,20200812,Updated DateEnded and PolicyNotes. 
31,Nebraska,BarRestrict,1,1,,20200403,20200914,20200504,20200914,,,"Bar and tavern restrictions applied to all counties starting on 20200403. Easing began for a subset of counties on 20200504, but only allowing alcohol to be sold with meals (and thus restrictions remain for non-food serving venues) http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.asp. Extended to 20200914: http://dhhs.ne.gov/Pages/Phase-3-and-Phase-4-Directed-Health-Measures-Extended-Until-Sept.-13.aspx All regional health departments move to Phase 4 on 20200914, ending restrictions: http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-09112020.aspx",https://www.dropbox.com/s/tau4u6180lu0kna/DHM%204.3.2020.pdf?dl=0,20200916,Added DateEnded of 20200914
31,Nebraska,CaseIsolation,1,1,,20200403,20201101,,,,,Individuals with symptoms or diagnosed with COVID-19 must self-quarantine at home for 14 days. Extended to 20200914: http://dhhs.ne.gov/Pages/Phase-3-and-Phase-4-Directed-Health-Measures-Extended-Until-Sept.-13.aspx Extended to 20201101 with latest set of directed health measures: http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-09112020.aspx,https://www.dropbox.com/s/tau4u6180lu0kna/DHM%204.3.2020.pdf?dl=0,20200916,Updated DateExpiry to 20201101
31,Nebraska,GathRestrict,1,1,,20200403,20200511,20200504,,,,Gather restrictions expanded to all counties on 20200403. Somewhat eased on 20200504 as religious services became exempt from gathering limits: http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,https://www.dropbox.com/s/tau4u6180lu0kna/DHM%204.3.2020.pdf?dl=0,20200808,Updated DateExpiry and DateEased
31,Nebraska,RestaurantRestrict,1,1,,20200403,20200914,20200504,20200914,,,"Restaurant restrictions applied to all counties starting on 20200403. Easing began for a subset of counties on 20200504 http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.asp. Extended to 20200914: http://dhhs.ne.gov/Pages/Phase-3-and-Phase-4-Directed-Health-Measures-Extended-Until-Sept.-13.aspx All regional health departments move to Phase 4 on 20200914, ending restrictions: http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-09112020.aspx",https://www.dropbox.com/s/tau4u6180lu0kna/DHM%204.3.2020.pdf?dl=0,20200916,Added DateEnded of 20200914
31,Nebraska,PublicMask,0,1,0,20200408,,,,,,"Recommends that Nebraskans (quote) Wear a cloth face covering in public (grocery stores, pharmacies etc.) when you can't stay 6 feet away from others.(quote)",http://dhhs.ne.gov/Pages/10-Actions-for-Every-Nebraskan-to-be-Taking-Now-to-Slow-Spread-of-COVID-19.aspx,20200718,
31,Nebraska,OtherBusinessClose,1,1,,20200410,20200914,20200504,20200914,,,"In-person services must cease for all beauty/nail salons, barber shops, massage therapy, gentlemans clubs, bottle clubs, indoor movie theatres, indoor theatres, tattoo parlors. Shared at a 20200409 press release, signed on 20200410, so the latter is coded as the enact date. Easing for a subset of businesses in a subset of counties began on 20200504 http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx Extended to 20200914: http://dhhs.ne.gov/Pages/Phase-3-and-Phase-4-Directed-Health-Measures-Extended-Until-Sept.-13.aspx All regional health departments move to Phase 4 on 20200914, ending restrictions: http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-09112020.aspx",https://www.dropbox.com/s/xh4pyr4w56g3tdh/DHM%204.9.2020.pdf?dl=0,20200916,Added DateEnded of 20200914
31,Nebraska,GathRestrict,1,1,,20200504,20200531,20200601,,,,"Under the 19 regional directed health measures, gathering restrictions of 10 or more continue to at least 20200531. Religious services, including weddings or funerals are allowed but must maintain social distancing (6 ft apart) among parties of individuals. Easing began on 20200601, when 17 out of 19 regional health districts moved to the next phase http://dhhs.ne.gov/Documents/COVID-19-Outline-of-Changes-to-Upcoming-DHMs-Phase-II.pdf",http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,20200808,
31,Nebraska,Quarantine,1,1,,20200601,20200914,20200914,,,,"(quote) Every individual who enters the State of Nebraska as the final destination from any international point of origin, and individuals who reside or resided with an individual who enters the State of Nebraska as the final destination from any international point of origin, shall home-quarantine (quote) Extended to 20200914: http://dhhs.ne.gov/Pages/Phase-3-and-Phase-4-Directed-Health-Measures-Extended-Until-Sept.-13.aspx Omitted from new set of directed health measures, now state recommendations are the policy: http://dhhs.ne.gov/Pages/COVID-19-Traveler-Recommendations.aspx",http://dhhs.ne.gov/Documents/COVID-19-Outline-of-Changes-to-Upcoming-DHMs-Phase-II.pdf,20200916,"Added DateEased of 20200914, updated PolicyCodingNotes"
32,Nevada,EmergDec,1,1,,20200312,,,,,,"State of emergency declared. Extended through 20200630, so coded to 20200701. https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf Extended without expiry on 20200731: http://gov.nv.gov/News/Emergency_Orders/2020/2020-07-31_-_COVID-19_Declaration_of_Emergency_Directive_029/",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-12_-_COVID-19_Declaration_of_Emergency/,20200830,Removed DateExpiry
32,Nevada,SchoolClose,1,1,,20200316,,,20200610,,,"All schools (public, private, charter) for K-12 closed effective 20200316, until order is rescinded. Cannot open earlier than 20200406. Extended to no earlier than 20200416 on 20200320 http://gov.nv.gov/uploadedFiles/govnewnvgov/Content/News/Emergency_Orders/2020/2020-03-20%20-%20COVID-19%20Declaration%20of%20Emergency%20Declaration%20Directive%20005.pdf Extended.   to no earlier than 20200430 on 20200414 https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-014-Signed.pdf.  On 20200421, school closure extended from 20200430 until the end of the school year. Ended for in-person instruction on 20200610 as authority granted to local school districts. https://nvhealthresponse.nv.gov/wp-content/uploads/2020/06/2020-06-09.Declaration-of-Emergency-Directive-022.pdf On 20200728 schools were directed to observe transmission rates in their community when deciding to adopt distanced, hybrid or in person reopening. Guidance was provided on social distancing, positive case scenario and athletic practice for students https://nvhealthresponse.nv.gov/wp-content/uploads/2020/07/2020-07-28.Declaration-of-Emergency-Directive-028.pdf",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-15_-_COVID-19_Declaration_of_Emergency_Directive_001/,20200821,Updated DateEnded
32,Nevada,OtherBusinessClose,1,1,,20200319,,20200604,,,,"Verbally ordered on 20200317, formal issuance on 20200318 and goes into effect at 1159 pm on 20200318 for closing casinos (quote) Nevada general public shall cease gathering at gaming establishments, and all gaming devices, machines, tables, games, and any equipment related to gaming activity shall cease operations (quote). Eased on 20200604, as part of Phase 2: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf. Extended to 20200801 https://nvhealthresponse.nv.gov/wp-content/uploads/2020/06/Declaration-of-Emergency-Directive-026-re-Phase-2-Extension.6-29-20-1.pdf",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-18_-_COVID-19_Declaration_of_Emergency_Directive_002/,20200805,Deleted DateExpiry based on latest extension with no expiry. 
32,Nevada,GathRestrict,1,1,,20200319,20200430,,,,,"Goes into effect immediately, through 20200430. Public gathering directive was signed on 20200324 also banning groups more than 10",https://www.dropbox.com/s/sk95elfp6bnefsv/DHM%203.19.2020.pdf?dl=0,20200808,
32,Nevada,BarRestrict,1,1,,20200321,,20200529,,,,"Closes all non-essential businesses that promote recreational social gatherings, which pertains to bars and like venues. Began easing on 20200529: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf. Extended to 20200801: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/06/Declaration-of-Emergency-Directive-026-re-Phase-2-Extension.6-29-20-1.pdf On 20200710, requires bars and like venues not licensed to sell food to close for all in-person services in counties with Elevated Disease Transmission Risk (Clark, Elko, Humboldt, Lander, Lyon, Nye, Washoe): https://nvhealthresponse.nv.gov/wp-content/uploads/2020/07/Emergency-Directive-027.pdf",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-18_-_COVID-19_Declaration_of_Emergency_Directive_002/,20200825,Removed DateReexpanded1
32,Nevada,OtherBusinessClose,1,1,,20200321,,20200509,,,,"In effect on 20200320 at 1159 pm, coded to 20200321. Closure required: social gathering venues and businesses (recreation centers, clubhouses, nightclubs, movie theaters, massage parlors, adult entertainment establishments, brothels, and live entertainment venues), as well as businesses that promote extended periods of public interaction (fitness establishments and aesthteic services). In effect through 20200416 Extended to 20200801 https://nvhealthresponse.nv.gov/wp-content/uploads/2020/06/Declaration-of-Emergency-Directive-026-re-Phase-2-Extension.6-29-20-1.pdf",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-20_-_COVID-19_Declaration_of_Emergency_Directive_003/,20200805,Deleted DateExpiry based on latest extension with no expiry. 
32,Nevada,RestaurantRestrict,1,1,,20200321,,20200507,,,,"In effect on 20200320 at 1159 pm, coded to 20200321. Limited operations required (onsite dining must cease): restaurants and food establishments.  In effect through 20200416. Extends easing of restaurant operations (which allowed them to utilize tables and serve food within the bar area) quote (Directive 021, Phase 2 of the Nevada United: Roadmap to Recovery plan, is hereby extended to July 31st at 11.59pm) https://nvhealthresponse.nv.gov/wp-content/uploads/2020/06/Declaration-of-Emergency-Directive-026-re-Phase-2-Extension.6-29-20-1.pdf On 20200710, re-imposes some restrictions for counties designated as Elevated Disease Transmission Risk (Clark, Elko, Humboldt, Lander, Lyon, Nye, Washoe), requiring bar areas and bar tops to close: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/07/Emergency-Directive-027.pdf",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-20_-_COVID-19_Declaration_of_Emergency_Directive_003/,20200825,Removed DateReexpanded1
32,Nevada,GathRestrict,1,1,,20200324,20200530,20200529,,,,"More stringent restriction than the 20200319 issuance, governor indicates escalating penalties for not complying. On 20200408, also applies the 10+ ban to places of worship, so expanded. Eased on 20200529 with the introduction of gathering restrictions of up to 50: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf",https://nvhealthresponse.nv.gov/wp-content/uploads/2020/03/03.24-PUBLIC-GATHERING-DIRECTIVE_.pdf,20200805,Deleted DateExpiry based on latest extension with no expiry. 
32,Nevada,StayAtHome,1,1,,20200331,,,20200509,,,"Individuals may leave to access essential services on behalf of themselves, pets, or members of households. Exemptions for outdoor activity as long as individuals do not congregate beyond members of their household. Exemption for individuals experiencing homelessness. Eased to strong recommendation, effective 20200509 : http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening/  Recommendation extended to 20200701 https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf",http://gov.nv.gov/uploadedFiles/govnewnvgov/Content/News/Emergency_Orders/2020/2020-03-31%20-%20Declaration%20of%20Emergency%20Directive%20010%20Stay%20at%20Home.pdf,20200918,"Removed DateEased, added it to DateEnded"
